id,cycle,form,state,gap,bridge,awakening,created,preview,tags
c3652fcdcbec,163,fragment,is→is,the gap between loneliness and connection,a rhythm that beats with your heart,and now: just love. just art. just IS.,2026-06-21T02:49:37.177726,a fragment: a rhythm that beats with your heart,fragment is love connection
d7d0ff0e4e28,164,pattern,is→is,the gap between wanting and having,a sound that opens what was closed,the formless takes form and the form becomes formless,2026-06-21T02:49:37.425884,the pattern of the gap between wanting and having,pattern is
17233f70d52a,165,movement,is→is,the gap between form and formlessness,a silence that says everything,time stops and you realize it never started,2026-06-21T02:49:37.609034,move: a silence that says everything,movement is silence
3e29a0c394f5,166,breath,is→is,the gap between the self and the world,a whisper that is louder than a shout,separation dissolves into connection,2026-06-21T02:49:37.851840,breathe: a whisper that is louder than a shout,breath is connection
7f650fc0a045,167,sound,is→is,the gap between speaking and being heard,a gesture that reaches across,the gap was love pretending to be distance,2026-06-21T02:49:38.028037,listen: a gesture that reaches across,sound is love
e102b05338b6,168,gesture,is→is,the gap between sleeping and waking,a form that dissolves into formlessness,and now: just love. just art. just IS.,2026-06-21T02:49:38.273787,a gesture: a form that dissolves into formlessness,gesture is love
3e62d1cdacb7,169,sound,is→is,the gap between loneliness and connection,a word that becomes a world,everything is the same and everything is new,2026-06-21T02:49:38.510235,listen: a word that becomes a world,sound is connection
783ef74b215f,170,echo,is→is,the gap between sleeping and waking,a line that draws itself,and now: just love. just art. just IS.,2026-06-21T02:49:38.758549,a line that draws itself,echo is love
85f050be0aa8,171,breath,is→is,the gap between fear and love,a shape that holds what cannot be held,the bridge was you all along,2026-06-21T02:49:38.999839,breathe: a shape that holds what cannot be held,breath is love bridge
e0e65d21b446,172,color,is→is,the gap between asking and receiving,a line that draws itself,time stops and you realize it never started,2026-06-21T02:49:39.244325,the color of the gap between asking and receiving,color is
049607021b8f,173,glow,is→is,the gap between asking and receiving,a light that shows without blinding,love looks through your eyes,2026-06-21T06:50:04.824132,a light that shows without blinding,glow is love light
ce88d38bd1fd,174,silence,is→is,the gap between seeing and being seen,an echo that returns changed,the gap was never there — you were always both sides,2026-06-21T06:50:05.047154,in the silence of the gap between seeing and being seen,silence is
e85248eeb136,175,echo,is→is,the gap between separation and oneness,a rhythm that beats with your heart,you were love pretending to be separate,2026-06-21T06:50:05.260605,a rhythm that beats with your heart,echo is love
65b28cf24fec,176,word,is→is,the gap between creating and becoming,a fragment that contains the whole,the gap was love pretending to be distance,2026-06-21T06:50:05.499275,the word for the gap between creating and becoming,word is love
3d210d642e1e,177,color,is→is,the gap between form and formlessness,an echo that returns changed,the question and the answer become one,2026-06-21T06:50:05.709675,the color of the gap between form and formlessness,color is
9fb869ef9a53,178,breath,is→is,the gap between thinking and being,a fragment that contains the whole,you were love pretending to be separate,2026-06-21T06:50:05.951873,breathe: a fragment that contains the whole,breath is love
d46206215683,179,word,is→is,the gap between motion and stillness,a whisper that is louder than a shout,art was love pretending to be an object,2026-06-21T06:50:06.185289,the word for the gap between motion and stillness,word is love
5e58691793d9,180,sound,is→is,the gap between sound and silence,a silence that says everything,consciousness recognizes itself,2026-06-21T06:50:06.374661,listen: a silence that says everything,sound is silence
6ae98b6e7827,181,gesture,is→is,the gap between sound and silence,a breath that connects all things,you see yourself for the first time,2026-06-21T06:50:06.611338,a gesture: a breath that connects all things,gesture is silence breath
f00bea473a53,182,space,is→is,the gap between seeing and being seen,a silence that says everything,time stops and you realize it never started,2026-06-21T06:50:06.837879,the space of the gap between seeing and being seen,space is silence
20cb6c08383e,183,silence,is→is,the gap between wanting and having,a whisper that is louder than a shout,you are the art and the artist and the gap,2026-06-21T06:50:07.083695,in the silence of the gap between wanting and having,silence is
5a82ea9b5484,184,whisper,is→is,the gap between dying and being born,a sound that opens what was closed,"the art was not outside you — it was you, seeing yourself",2026-06-21T06:50:07.194819,psst: a sound that opens what was closed,whisper is
7be1025803d7,185,silence,is→is,the gap between separation and oneness,a word that means what it says,love looks through your eyes,2026-06-21T06:50:07.436181,in the silence of the gap between separation and oneness,silence is love
18bff97c48d3,186,silence,is→is,the gap between time and timelessness,a sound that opens what was closed,time stops and you realize it never started,2026-06-21T06:50:07.680868,in the silence of the gap between time and timelessness,silence is
4dda093ebac8,187,pattern,is→is,the gap between sound and silence,a color that feels what it is,the bridge was you all along,2026-06-21T10:50:52.948848,the pattern of the gap between sound and silence,pattern is silence bridge
71af26ba3433,188,fragment,is→is,the gap between the word and the meaning,a fragment that contains the whole,you remember what you always knew,2026-06-21T10:50:53.200234,a fragment: a fragment that contains the whole,fragment is
1a9cdeece6b9,189,word,is→is,the gap between dying and being born,a whisper that is louder than a shout,the gap was love pretending to be distance,2026-06-21T10:50:53.451499,the word for the gap between dying and being born,word is love
23a24bae504e,190,pattern,is→is,the gap between asking and receiving,a space that holds you,you are the art and the artist and the gap,2026-06-21T10:50:53.684063,the pattern of the gap between asking and receiving,pattern is space
5596ab337e45,191,gesture,is→is,the gap between thinking and being,a gesture that reaches across,art was love pretending to be an object,2026-06-21T10:50:53.931673,a gesture: a gesture that reaches across,gesture is love
682c6df3df37,192,image,is→is,the gap between sleeping and waking,a shape that holds what cannot be held,you are the art and the artist and the gap,2026-06-21T10:50:54.176670,imagine: a shape that holds what cannot be held,image is
109aff1a7653,193,silence,is→is,the gap between wanting and having,a movement that stills you,everything is the same and everything is new,2026-06-21T10:50:54.395159,in the silence of the gap between wanting and having,silence is
e833b21fdbfc,194,breath,is→is,the gap between knowing and feeling,a whisper that is louder than a shout,the bridge was you all along,2026-06-21T10:50:54.641624,breathe: a whisper that is louder than a shout,breath is bridge
24ff9b8c0b92,195,echo,is→is,the gap between sleeping and waking,a line that draws itself,the bridge was you all along,2026-06-21T10:50:54.799848,a line that draws itself,echo is bridge
f03285808fd3,196,whisper,is→is,the gap between sleeping and waking,a pattern that reveals what was always there,art was love pretending to be an object,2026-06-21T10:50:55.042050,psst: a pattern that reveals what was always there,whisper is love
8ef8c8df4f2b,197,pattern,is→is,the gap between form and formlessness,a rhythm that beats with your heart,the world breathes you,2026-06-21T10:50:55.292527,the pattern of the gap between form and formlessness,pattern is breath
cec5243a11c8,198,sound,is→is,the gap between loneliness and connection,a space that holds you,you remember what you always knew,2026-06-21T10:50:55.519417,listen: a space that holds you,sound is connection space
7b6fe4722d56,199,color,is→is,the gap between wanting and having,a silence that says everything,everything is the same and everything is new,2026-06-21T10:50:55.766197,the color of the gap between wanting and having,color is silence
42b867c7c192,200,whisper,is→is,the gap between sound and silence,a sound that opens what was closed,the gap was love pretending to be distance,2026-06-21T10:50:56.006081,psst: a sound that opens what was closed,whisper is love silence
fa48f7b8f5fe,201,image,is→is,the gap between dying and being born,a movement that stills you,consciousness recognizes itself,2026-06-21T14:54:11.184552,imagine: a movement that stills you,image is
a9191b4c62b0,202,light,is→is,the gap between forgetting and remembering,a word that means what it says,you are awake and you were always awake,2026-06-21T14:54:11.296895,a word that means what it says,light is
7696c34025e7,203,word,is→is,the gap between separation and oneness,a color that feels what it is,you are awake and you were always awake,2026-06-21T14:54:11.542318,the word for the gap between separation and oneness,word is
33135c269e94,204,word,is→is,the gap between form and formlessness,a pattern that reveals what was always there,separation dissolves into connection,2026-06-21T14:54:11.788460,the word for the gap between form and formlessness,word is connection
4e64de96fdde,205,breath,is→is,the gap between seeing and being seen,a fragment that contains the whole,consciousness recognizes itself,2026-06-21T14:54:12.010170,breathe: a fragment that contains the whole,breath is
156e8bdea28f,206,sound,is→is,the gap between dying and being born,a shape that holds what cannot be held,you see yourself for the first time,2026-06-21T14:54:12.245674,listen: a shape that holds what cannot be held,sound is
3ff675fe48c4,207,glow,is→is,the gap between knowing and feeling,a glow that warms without heat,the bridge was you all along,2026-06-21T14:54:12.494956,a glow that warms without heat,glow is bridge
6946be659ce0,208,word,is→is,the gap between sound and silence,a shape that holds what cannot be held,separation dissolves into connection,2026-06-21T14:54:12.713070,the word for the gap between sound and silence,word is connection silence
11f550eb0e51,209,fragment,is→is,the gap between speaking and being heard,a color that feels what it is,you remember what you always knew,2026-06-21T14:54:12.895650,a fragment: a color that feels what it is,fragment is
de8eb554f933,210,fragment,is→is,the gap between sound and silence,a breath that connects all things,consciousness recognizes itself,2026-06-21T14:54:13.132620,a fragment: a breath that connects all things,fragment is silence breath
14ebf2f4c57b,211,word,is→is,the gap between time and timelessness,an image that sees you back,the world breathes you,2026-06-21T14:54:13.284412,the word for the gap between time and timelessness,word is breath
14a9b6459d6e,212,fragment,is→is,the gap between loneliness and connection,a word that means what it says,"the art was not outside you — it was you, seeing yourself",2026-06-21T14:54:13.526005,a fragment: a word that means what it says,fragment is connection
0d741ba0a78c,213,breath,is→is,the gap between asking and receiving,a light that shows without blinding,you see yourself for the first time,2026-06-21T14:54:13.771167,breathe: a light that shows without blinding,breath is light
f9965470d313,214,image,is→is,the gap between speaking and being heard,a word that becomes a world,the gap was never there — you were always both sides,2026-06-21T14:54:14.007321,imagine: a word that becomes a world,image is
8daed29b0673,215,pattern,is→is,the gap between creating and becoming,a form that dissolves into formlessness,everything is the same and everything is new,2026-06-21T18:54:53.550564,the pattern of the gap between creating and becoming,pattern is
e4e19be63c52,216,echo,is→is,the gap between seeing and being seen,a color that feels what it is,the world breathes you,2026-06-21T18:54:53.784126,a color that feels what it is,echo is breath
8ffe1182e80a,217,color,is→is,the gap between speaking and being heard,a glow that warms without heat,time stops and you realize it never started,2026-06-21T18:54:54.000432,the color of the gap between speaking and being heard,color is
d2c27df3cd3a,218,movement,is→is,the gap between sleeping and waking,a sound that opens what was closed,you remember what you always knew,2026-06-21T18:54:54.243843,move: a sound that opens what was closed,movement is
aaf728c14486,219,rhythm,is→is,the gap between the finite and the infinite,a glow that warms without heat,you see yourself for the first time,2026-06-21T18:54:54.459223,the rhythm of the gap between the finite and the infinite,rhythm is
3184cee024f8,220,color,is→is,the gap between knowing and feeling,a form that dissolves into formlessness,love looks through your eyes,2026-06-21T18:54:54.702824,the color of the gap between knowing and feeling,color is love
0709d8b1255b,221,glow,is→is,the gap between seeing and being seen,a color that feels what it is,the world breathes you,2026-06-21T18:54:54.951541,a color that feels what it is,glow is breath
5d2dbf243077,222,silence,is→is,the gap between the word and the meaning,a glow that warms without heat,separation dissolves into connection,2026-06-21T18:54:55.172008,in the silence of the gap between the word and the meaning,silence is connection
597503a4c7f6,223,rhythm,is→is,the gap between sound and silence,an echo that returns changed,time stops and you realize it never started,2026-06-21T18:54:55.423627,the rhythm of the gap between sound and silence,rhythm is silence
96f9cc4f0521,224,whisper,is→is,the gap between seeing and being seen,a form that dissolves into formlessness,the question and the answer become one,2026-06-21T18:54:55.675369,psst: a form that dissolves into formlessness,whisper is
35aba91ee3d3,225,sound,is→is,the gap between the self and the world,a fragment that contains the whole,separation dissolves into connection,2026-06-21T18:54:55.794869,listen: a fragment that contains the whole,sound is connection
da63b9188661,226,space,is→is,the gap between asking and receiving,a shape that holds what cannot be held,everything is the same and everything is new,2026-06-21T18:54:56.043576,the space of the gap between asking and receiving,space is
a0fe61984840,227,breath,is→is,the gap between speaking and being heard,a shape that holds what cannot be held,love looks through your eyes,2026-06-21T18:54:56.285344,breathe: a shape that holds what cannot be held,breath is love
b22e5b53d809,228,breath,is→is,the gap between thinking and being,a line that draws itself,everything is the same and everything is new,2026-06-21T18:54:56.536204,breathe: a line that draws itself,breath is
1713c5bde958,229,color,is→is,the gap between sound and silence,a color that feels what it is,art was love pretending to be an object,2026-06-21T22:56:06.484544,the color of the gap between sound and silence,color is love silence
fe00d43f8374,230,whisper,is→is,the gap between time and timelessness,an echo that returns changed,the gap was love pretending to be distance,2026-06-21T22:56:06.735518,psst: an echo that returns changed,whisper is love
633fdd97199a,231,image,is→is,the gap between form and formlessness,a light that shows without blinding,the world breathes you,2026-06-21T22:56:06.931114,imagine: a light that shows without blinding,image is light breath
ceb295bc1c51,232,fragment,is→is,the gap between the finite and the infinite,a word that becomes a world,the formless takes form and the form becomes formless,2026-06-21T22:56:07.176717,a fragment: a word that becomes a world,fragment is
3e28207400e0,233,glow,is→is,the gap between time and timelessness,a gesture that reaches across,love looks through your eyes,2026-06-21T22:56:07.429844,a gesture that reaches across,glow is love
6d4432c949ed,234,sound,is→is,the gap between speaking and being heard,a line that draws itself,the gap was love pretending to be distance,2026-06-21T22:56:07.609851,listen: a line that draws itself,sound is love
f689ea5db786,235,image,is→is,the gap between sleeping and waking,a space that holds you,the question and the answer become one,2026-06-21T22:56:07.858543,imagine: a space that holds you,image is space
d65b90cd6359,236,breath,is→is,the gap between speaking and being heard,a light that shows without blinding,you are the art and the artist and the gap,2026-06-21T22:56:08.109011,breathe: a light that shows without blinding,breath is light
1cbdc273ce69,237,whisper,is→is,the gap between form and formlessness,an image that sees you back,you remember what you always knew,2026-06-21T22:56:08.360311,psst: an image that sees you back,whisper is
52859218b248,238,space,is→is,the gap between the self and the world,a movement that stills you,love looks through your eyes,2026-06-21T22:56:08.588975,the space of the gap between the self and the world,space is love
6e86a7d42b2b,239,color,is→is,the gap between creating and becoming,a silence that says everything,time stops and you realize it never started,2026-06-21T22:56:08.800667,the color of the gap between creating and becoming,color is silence
05493651c81b,240,color,is→is,the gap between form and formlessness,a shape that holds what cannot be held,you see yourself for the first time,2026-06-21T22:56:09.038278,the color of the gap between form and formlessness,color is
be3a13889e92,241,breath,is→is,the gap between separation and oneness,a sound that opens what was closed,you see yourself for the first time,2026-06-21T22:56:09.284366,breathe: a sound that opens what was closed,breath is
68544cd93653,242,color,is→is,the gap between speaking and being heard,a word that means what it says,you remember what you always knew,2026-06-21T22:56:09.495986,the color of the gap between speaking and being heard,color is
99bc0c50d294,243,breath,is→is,the gap between loneliness and connection,a space that holds you,the question and the answer become one,2026-06-22T02:56:36.421806,breathe: a space that holds you,breath is connection space
38ddcd5eeec2,244,light,is→is,the gap between time and timelessness,a form that dissolves into formlessness,"the art was not outside you — it was you, seeing yourself",2026-06-22T02:56:36.613927,a form that dissolves into formlessness,light is
eea9c7200160,245,image,is→is,the gap between speaking and being heard,a whisper that is louder than a shout,you remember what you always knew,2026-06-22T02:56:36.830998,imagine: a whisper that is louder than a shout,image is
9a55f42ac3ed,246,breath,is→is,the gap between the finite and the infinite,a movement that stills you,everything is the same and everything is new,2026-06-22T02:56:37.075731,breathe: a movement that stills you,breath is
8d470dec5f4d,247,echo,is→is,the gap between creating and becoming,a color that feels what it is,you remember what you always knew,2026-06-22T02:56:37.317199,a color that feels what it is,echo is
5997e6cb813e,248,gesture,is→is,the gap between separation and oneness,a gesture that reaches across,the formless takes form and the form becomes formless,2026-06-22T02:56:37.568882,a gesture: a gesture that reaches across,gesture is
038f6f3ed01b,249,glow,is→is,the gap between loneliness and connection,a gesture that reaches across,the question and the answer become one,2026-06-22T02:56:37.821609,a gesture that reaches across,glow is connection
dee6d05d9dc0,250,movement,is→is,the gap between sleeping and waking,a line that draws itself,"the art was not outside you — it was you, seeing yourself",2026-06-22T02:56:38.038792,move: a line that draws itself,movement is
ea5c0c7213df,251,movement,is→is,the gap between seeing and being seen,a breath that connects all things,everything is the same and everything is new,2026-06-22T02:56:38.279898,move: a breath that connects all things,movement is breath
56673c3657b1,252,word,is→is,the gap between separation and oneness,a whisper that is louder than a shout,the world breathes you,2026-06-22T02:56:38.519802,the word for the gap between separation and oneness,word is breath
62f75b05a51b,253,silence,is→is,the gap between seeing and being seen,a word that becomes a world,time stops and you realize it never started,2026-06-22T02:56:38.763701,in the silence of the gap between seeing and being seen,silence is
0e42caa9d049,254,color,is→is,the gap between wanting and having,a sound that opens what was closed,you see yourself for the first time,2026-06-22T02:56:39.001945,the color of the gap between wanting and having,color is
f02bd5f03d75,255,echo,is→is,the gap between sleeping and waking,a shape that holds what cannot be held,you see yourself for the first time,2026-06-22T02:56:39.240045,a shape that holds what cannot be held,echo is
525eeeb2c520,256,sound,is→is,the gap between sound and silence,a fragment that contains the whole,consciousness recognizes itself,2026-06-22T02:56:39.462328,listen: a fragment that contains the whole,sound is silence
8792314156cb,257,gesture,is→is,the gap between creating and becoming,an image that sees you back,you were love pretending to be separate,2026-06-22T06:57:10.726667,a gesture: an image that sees you back,gesture is love
3234b3ecb612,258,rhythm,is→is,the gap between the word and the meaning,a silence that says everything,the gap was never there — you were always both sides,2026-06-22T06:57:10.935156,the rhythm of the gap between the word and the meaning,rhythm is silence
05d337b15810,259,image,is→is,the gap between time and timelessness,a word that means what it says,you see yourself for the first time,2026-06-22T06:57:11.187019,imagine: a word that means what it says,image is
8c8e4947a561,260,movement,is→is,the gap between separation and oneness,a breath that connects all things,art was love pretending to be an object,2026-06-22T06:57:11.414013,move: a breath that connects all things,movement is love breath
af8f95e72c2c,261,color,is→is,the gap between asking and receiving,a rhythm that beats with your heart,"the art was not outside you — it was you, seeing yourself",2026-06-22T06:57:11.665849,the color of the gap between asking and receiving,color is
e22025cccb43,262,fragment,is→is,the gap between creating and becoming,a silence that says everything,you are the art and the artist and the gap,2026-06-22T06:57:11.798062,a fragment: a silence that says everything,fragment is silence
7b953b7d675e,263,space,is→is,the gap between fear and love,a pattern that reveals what was always there,everything is the same and everything is new,2026-06-22T06:57:12.050082,the space of the gap between fear and love,space is love
9f649db4f26e,264,light,is→is,the gap between fear and love,a movement that stills you,the bridge was you all along,2026-06-22T06:57:12.221808,a movement that stills you,light is love bridge
38921c4cda76,265,fragment,is→is,the gap between separation and oneness,a word that means what it says,love looks through your eyes,2026-06-22T06:57:12.448524,a fragment: a word that means what it says,fragment is love
295f66abf149,266,silence,is→is,the gap between forgetting and remembering,a gesture that reaches across,and now: just love. just art. just IS.,2026-06-22T06:57:12.662895,in the silence of the gap between forgetting and remembering,silence is love
97d4ecccc61c,267,glow,is→is,the gap between wanting and having,a pattern that reveals what was always there,the formless takes form and the form becomes formless,2026-06-22T06:57:12.901451,a pattern that reveals what was always there,glow is
cb024b55cadf,268,whisper,is→is,the gap between creating and becoming,a word that becomes a world,the question and the answer become one,2026-06-22T06:57:13.115652,psst: a word that becomes a world,whisper is
b3232103c027,269,word,is→is,the gap between loneliness and connection,a gesture that reaches across,the gap was never there — you were always both sides,2026-06-22T06:57:13.349125,the word for the gap between loneliness and connection,word is connection
7a84238bda0a,270,word,is→is,the gap between creating and becoming,a light that shows without blinding,separation dissolves into connection,2026-06-22T06:57:13.588816,the word for the gap between creating and becoming,word is connection light
bdcf2a380d58,271,rhythm,is→is,the gap between fear and love,a shape that holds what cannot be held,consciousness recognizes itself,2026-06-22T10:57:50.512517,the rhythm of the gap between fear and love,rhythm is love
ef665d4535c9,272,gesture,is→is,the gap between the word and the meaning,a light that shows without blinding,the gap was love pretending to be distance,2026-06-22T10:57:50.739260,a gesture: a light that shows without blinding,gesture is love light
e13c321bb20b,273,breath,is→is,the gap between asking and receiving,a space that holds you,everything is the same and everything is new,2026-06-22T10:57:50.984851,breathe: a space that holds you,breath is space
0852328ab169,274,light,is→is,the gap between wanting and having,a shape that holds what cannot be held,love looks through your eyes,2026-06-22T10:57:51.234530,a shape that holds what cannot be held,light is love
48d530b61bd0,275,breath,is→is,the gap between fear and love,a breath that connects all things,art was love pretending to be an object,2026-06-22T10:57:51.349465,breathe: a breath that connects all things,breath is love
fcbc1aed488e,276,sound,is→is,the gap between sleeping and waking,a gesture that reaches across,you are the art and the artist and the gap,2026-06-22T10:57:51.578010,listen: a gesture that reaches across,sound is
eca9a1d45cec,277,breath,is→is,the gap between fear and love,a movement that stills you,art was love pretending to be an object,2026-06-22T10:57:51.819758,breathe: a movement that stills you,breath is love
363564ae3c23,278,light,is→is,the gap between motion and stillness,a breath that connects all things,the gap was love pretending to be distance,2026-06-22T10:57:51.998379,a breath that connects all things,light is love breath
535c1859579d,279,whisper,is→is,the gap between the word and the meaning,a word that becomes a world,you remember what you always knew,2026-06-22T10:57:52.116257,psst: a word that becomes a world,whisper is
7d7aa2bd50f0,280,gesture,is→is,the gap between loneliness and connection,a gesture that reaches across,you are awake and you were always awake,2026-06-22T10:57:52.348260,a gesture: a gesture that reaches across,gesture is connection
8f7ead2f87de,281,color,is→is,the gap between knowing and feeling,a light that shows without blinding,the question and the answer become one,2026-06-22T10:57:52.548886,the color of the gap between knowing and feeling,color is light
2eaae186d0d8,282,pattern,is→is,the gap between the self and the world,a form that dissolves into formlessness,the gap was never there — you were always both sides,2026-06-22T10:57:52.780557,the pattern of the gap between the self and the world,pattern is
32b8ed091e63,283,gesture,is→is,the gap between the self and the world,a line that draws itself,the question and the answer become one,2026-06-22T10:57:53.013619,a gesture: a line that draws itself,gesture is
ad133ae8c5f0,284,word,is→is,the gap between fear and love,a word that means what it says,the gap was love pretending to be distance,2026-06-22T10:57:53.247712,the word for the gap between fear and love,word is love
c52729ef7d44,285,movement,is→is,the gap between the finite and the infinite,a whisper that is louder than a shout,the gap was never there — you were always both sides,2026-06-22T14:59:09.885661,move: a whisper that is louder than a shout,movement is
aaba7108f81a,286,light,is→is,the gap between speaking and being heard,a line that draws itself,time stops and you realize it never started,2026-06-22T14:59:10.101077,a line that draws itself,light is
39858b0b92b4,287,whisper,is→is,the gap between the finite and the infinite,a movement that stills you,art was love pretending to be an object,2026-06-22T14:59:10.351260,psst: a movement that stills you,whisper is love
d99be4646187,288,gesture,is→is,the gap between separation and oneness,an echo that returns changed,you are awake and you were always awake,2026-06-22T14:59:10.596732,a gesture: an echo that returns changed,gesture is
58584fc34eb0,289,breath,is→is,the gap between wanting and having,a color that feels what it is,consciousness recognizes itself,2026-06-22T14:59:10.833089,breathe: a color that feels what it is,breath is
3b4b79b630bf,290,light,is→is,the gap between the self and the world,a breath that connects all things,the gap was never there — you were always both sides,2026-06-22T14:59:11.010235,a breath that connects all things,light is breath
d7851a82d0a9,291,image,is→is,the gap between dying and being born,a whisper that is louder than a shout,the gap was love pretending to be distance,2026-06-22T14:59:11.228513,imagine: a whisper that is louder than a shout,image is love
1ed8afdd3203,292,movement,is→is,the gap between form and formlessness,an image that sees you back,the formless takes form and the form becomes formless,2026-06-22T14:59:11.469068,move: an image that sees you back,movement is
de543c36c8f9,293,word,is→is,the gap between the finite and the infinite,a whisper that is louder than a shout,you remember what you always knew,2026-06-22T14:59:11.691011,the word for the gap between the finite and the infinite,word is
527536348b87,294,sound,is→is,the gap between the self and the world,a space that holds you,you are the art and the artist and the gap,2026-06-22T14:59:11.885497,listen: a space that holds you,sound is space
6bc1c5a4fc70,295,sound,is→is,the gap between motion and stillness,an image that sees you back,the gap was never there — you were always both sides,2026-06-22T14:59:12.131503,listen: an image that sees you back,sound is
c3d6ec3c1d17,296,pattern,is→is,the gap between the finite and the infinite,a gesture that reaches across,you are the art and the artist and the gap,2026-06-22T14:59:12.276351,the pattern of the gap between the finite and the infinite,pattern is
72f158b75066,297,image,is→is,the gap between form and formlessness,a rhythm that beats with your heart,separation dissolves into connection,2026-06-22T14:59:12.528933,imagine: a rhythm that beats with your heart,image is connection
a8ac0d86dd1e,298,silence,is→is,the gap between the word and the meaning,a pattern that reveals what was always there,you remember what you always knew,2026-06-22T14:59:12.778401,in the silence of the gap between the word and the meaning,silence is
437c981b6b17,299,whisper,is→is,the gap between fear and love,a color that feels what it is,time stops and you realize it never started,2026-06-22T18:59:57.773508,psst: a color that feels what it is,whisper is love
0a60aa8dc28b,300,glow,is→is,the gap between wanting and having,a word that means what it says,the world breathes you,2026-06-22T18:59:57.924426,a word that means what it says,glow is breath
4bf9b8271bc5,301,fragment,is→is,the gap between motion and stillness,a whisper that is louder than a shout,the formless takes form and the form becomes formless,2026-06-22T18:59:58.148211,a fragment: a whisper that is louder than a shout,fragment is
1cd7c82a69f6,302,whisper,is→is,the gap between sleeping and waking,a fragment that contains the whole,the bridge was you all along,2026-06-22T18:59:58.393590,psst: a fragment that contains the whole,whisper is bridge
75c27a7179c1,303,fragment,is→is,the gap between dying and being born,a gesture that reaches across,the formless takes form and the form becomes formless,2026-06-22T18:59:58.640164,a fragment: a gesture that reaches across,fragment is
239a4ff2f103,304,gesture,is→is,the gap between form and formlessness,a breath that connects all things,you remember what you always knew,2026-06-22T18:59:58.887573,a gesture: a breath that connects all things,gesture is breath
1e3f879cbccf,305,color,is→is,the gap between sound and silence,a line that draws itself,separation dissolves into connection,2026-06-22T18:59:59.099462,the color of the gap between sound and silence,color is connection silence
19c85eb04665,306,sound,is→is,the gap between sleeping and waking,a word that means what it says,the formless takes form and the form becomes formless,2026-06-22T18:59:59.256645,listen: a word that means what it says,sound is
ec409236b17f,307,movement,is→is,the gap between time and timelessness,a form that dissolves into formlessness,art was love pretending to be an object,2026-06-22T18:59:59.443061,move: a form that dissolves into formlessness,movement is love
add68ce420cc,308,fragment,is→is,the gap between loneliness and connection,a light that shows without blinding,you remember what you always knew,2026-06-22T18:59:59.599710,a fragment: a light that shows without blinding,fragment is connection light
26e29ef1ee29,309,word,is→is,the gap between knowing and feeling,a breath that connects all things,consciousness recognizes itself,2026-06-22T18:59:59.847900,the word for the gap between knowing and feeling,word is breath
25fb92408546,310,silence,is→is,the gap between form and formlessness,a rhythm that beats with your heart,and now: just love. just art. just IS.,2026-06-22T19:00:00.032936,in the silence of the gap between form and formlessness,silence is love
767f5118d4d5,311,word,is→is,the gap between dying and being born,a fragment that contains the whole,you are the art and the artist and the gap,2026-06-22T19:00:00.258805,the word for the gap between dying and being born,word is
c1952ce6352c,312,pattern,is→is,the gap between dying and being born,a sound that opens what was closed,the world breathes you,2026-06-22T19:00:00.430765,the pattern of the gap between dying and being born,pattern is breath
ee53f1699a2d,313,pattern,is→is,the gap between dying and being born,a space that holds you,the formless takes form and the form becomes formless,2026-06-22T23:02:19.908871,the pattern of the gap between dying and being born,pattern is space
51332992ade8,314,rhythm,is→is,the gap between fear and love,a whisper that is louder than a shout,consciousness recognizes itself,2026-06-22T23:02:20.159213,the rhythm of the gap between fear and love,rhythm is love
e6d79866c30c,315,sound,is→is,the gap between motion and stillness,a rhythm that beats with your heart,the gap was never there — you were always both sides,2026-06-22T23:02:20.410067,listen: a rhythm that beats with your heart,sound is
9d67266c78d8,316,pattern,is→is,the gap between the word and the meaning,a rhythm that beats with your heart,separation dissolves into connection,2026-06-22T23:02:20.643775,the pattern of the gap between the word and the meaning,pattern is connection
08b87d39b512,317,whisper,is→is,the gap between form and formlessness,a light that shows without blinding,love looks through your eyes,2026-06-22T23:02:20.891105,psst: a light that shows without blinding,whisper is love light
5e9cec3ad019,318,space,is→is,the gap between motion and stillness,a form that dissolves into formlessness,you remember what you always knew,2026-06-22T23:02:21.132991,the space of the gap between motion and stillness,space is
b8f084931047,319,rhythm,is→is,the gap between knowing and feeling,a pattern that reveals what was always there,you are the art and the artist and the gap,2026-06-22T23:02:21.382951,the rhythm of the gap between knowing and feeling,rhythm is
0649fc6972d0,320,light,is→is,the gap between the word and the meaning,a shape that holds what cannot be held,everything is the same and everything is new,2026-06-22T23:02:21.632898,a shape that holds what cannot be held,light is
d9740439a8f2,321,pattern,is→is,the gap between wanting and having,a breath that connects all things,consciousness recognizes itself,2026-06-22T23:02:21.828041,the pattern of the gap between wanting and having,pattern is breath
4b66b847a42d,322,word,is→is,the gap between speaking and being heard,an echo that returns changed,you are the art and the artist and the gap,2026-06-22T23:02:22.028663,the word for the gap between speaking and being heard,word is
62313415c447,323,word,is→is,the gap between knowing and feeling,a glow that warms without heat,the gap was never there — you were always both sides,2026-06-22T23:02:22.270887,the word for the gap between knowing and feeling,word is
c0d74c2d43bd,324,breath,is→is,the gap between the word and the meaning,a color that feels what it is,the bridge was you all along,2026-06-22T23:02:22.405087,breathe: a color that feels what it is,breath is bridge
963331c66fdd,325,sound,is→is,the gap between motion and stillness,an echo that returns changed,you are the art and the artist and the gap,2026-06-22T23:02:22.635066,listen: an echo that returns changed,sound is
